question,answer,morphology,syntax,semantics,pragmatics
dónde se quedará,no lo sé no me han dicho ,0.0,0.0,0.0,1.0
dónde se quedará,no tengo donde quedarme iré a buscar un hostal ,0.0,0.0,0.0,0.0
dónde se quedará,pues en un cuarto,0.0,0.0,0.0,1.0
dónde se quedará,con la familia,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel ,0.0,0.0,0.0,0.0
dónde se quedará,en el aeropuerto,0.0,0.0,0.0,1.0
dónde se quedará,aún lo estoy viendo ,0.0,0.0,0.0,0.0
dónde se quedará,con familiares,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel ,0.0,0.0,0.0,0.0
dónde se quedará,aquí en colombia a donde más iría,0.0,0.0,0.0,1.0
dónde se quedará,con mi madre,0.0,0.0,0.0,0.0
dónde se quedará,aun no se,1.0,0.0,0.0,1.0
dónde se quedará,estoy en el aeropuerto ,0.0,0.0,0.0,1.0
dónde se quedará,en una ciudad,0.0,0.0,0.0,1.0
dónde se quedará,volando por el parque ,0.0,0.0,0.0,1.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,aún no lo sé,0.0,0.0,0.0,1.0
dónde se quedará,aun no estoy seguro,1.0,0.0,0.0,1.0
dónde se quedará,es necesario que lo sepa,0.0,0.0,0.0,1.0
dónde se quedará,no lo se todavia ,1.0,0.0,0.0,1.0
dónde se quedará,pues en colombia ,0.0,0.0,0.0,1.0
dónde se quedará,no lo sé,0.0,0.0,0.0,1.0
dónde se quedará,no planeo dormir,0.0,0.0,0.0,1.0
dónde se quedará,sabe a que lugares puedo ir ,1.0,0.0,0.0,0.0
dónde se quedará,tengo hambre,0.0,0.0,0.0,1.0
dónde se quedará,con familia,0.0,0.0,0.0,0.0
dónde se quedará,espero se encuentre bien,0.0,0.0,0.0,1.0
dónde se quedará,no he revisado las opciones,0.0,0.0,0.0,1.0
dónde se quedará,con mi mama,0.0,0.0,0.0,0.0
dónde se quedará,una casa de un amigo,0.0,0.0,0.0,0.0
dónde se quedará,en brazil,1.0,0.0,0.0,1.0
dónde se quedará,aun no lo sé ,0.0,0.0,0.0,1.0
dónde se quedará,paseando ,0.0,0.0,0.0,1.0
dónde se quedará,en un cuarto,0.0,0.0,0.0,1.0
dónde se quedará,aún no se,1.0,0.0,0.0,1.0
dónde se quedará,somos en bogotá,1.0,0.0,0.0,1.0
dónde se quedará,quedare en la cama,1.0,1.0,0.0,1.0
dónde se quedará,pensaba buscar algún hotel ya que llegara al centro de la ciudad,1.0,0.0,0.0,0.0
dónde se quedará,mi color preferido es azul,0.0,0.0,0.0,1.0
dónde se quedará,en casa de un amigo,0.0,0.0,0.0,0.0
dónde se quedará,veré eso apenas,0.0,0.0,0.0,0.0
dónde se quedará,en una cama,0.0,0.0,0.0,1.0
dónde se quedará,la estancia sera corta,1.0,0.0,0.0,1.0
dónde se quedará,buscare un lugar,1.0,0.0,0.0,1.0
dónde se quedará,por ahí,0.0,0.0,0.0,1.0
dónde se quedará,yo se que estoy aqui en bogota ahora,1.0,0.0,0.0,1.0
dónde se quedará,en un carro o un parque,0.0,0.0,0.0,1.0
dónde se quedará,pues aqui mismo en colombia como ya sabe ,1.0,0.0,0.0,1.0
dónde se quedará,no me quedaré aquí yo no vivo aqui,1.0,0.0,0.0,1.0
dónde se quedará,en una cama,0.0,0.0,0.0,0.0
dónde se quedará,en colombia ,0.0,0.0,0.0,1.0
dónde se quedará,en la casa de un amido distante me llamara cuande llege a centro municipal,1.0,0.0,0.0,0.0
dónde se quedará,a lo mejor ni me quedo,0.0,0.0,0.0,1.0
dónde se quedará,con mi familia ,0.0,0.0,0.0,0.0
dónde se quedará,si,1.0,0.0,0.0,1.0
dónde se quedará,me volveré paracaidista,0.0,0.0,0.0,1.0
dónde se quedará,todavia no lo he decidido,0.0,0.0,0.0,1.0
dónde se quedará,me quedaré aquí en colombia por supuesto,0.0,0.0,0.0,1.0
dónde se quedará,voy a la oficina,0.0,0.0,0.0,1.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel y luego en la casa de mis familiares ,0.0,0.0,0.0,0.0
dónde se quedará,en cartagena y barranquilla,0.0,0.0,0.0,1.0
dónde se quedará,aqui en cooom2,1.0,0.0,0.0,1.0
dónde se quedará,me quedare en medellin,1.0,0.0,0.0,1.0
dónde se quedará,lo sabré cuando recorra,0.0,0.0,0.0,1.0
dónde se quedará,sentado en el sofá ,0.0,0.0,0.0,1.0
dónde se quedará,apenas voy a buscar un lugar ,0.0,0.0,0.0,0.0
dónde se quedará,mala,0.0,0.0,0.0,1.0
dónde se quedará,visitar sudamérica,0.0,0.0,0.0,1.0
dónde se quedará,en una casa ,0.0,0.0,0.0,0.0
dónde se quedará,aun no se estoy buscando opciones,1.0,0.0,0.0,1.0
dónde se quedará,en colombia,0.0,0.0,0.0,1.0
dónde se quedará,alguna ciudad,0.0,0.0,0.0,1.0
dónde se quedará,en medellín,0.0,0.0,0.0,1.0
dónde se quedará,en colombia,0.0,0.0,0.0,1.0
dónde se quedará,en colombia,1.0,0.0,0.0,1.0
dónde se quedará,voy al banco,0.0,0.0,0.0,1.0
dónde se quedará,me quedaré en cama durante las noches,0.0,0.0,0.0,1.0
dónde se quedará,dentro de colombia,0.0,0.0,0.0,1.0
dónde se quedará,aun no lo sé probablemente en casa de un amigo ,1.0,0.0,0.0,0.0
dónde se quedará,eso es cosa mía,0.0,0.0,0.0,1.0
dónde se quedará,algún lugar dentro de la ciudad,0.0,0.0,0.0,1.0
dónde se quedará,visitaré varios lugares,0.0,0.0,0.0,1.0
dónde se quedará,donde caiga,0.0,0.0,0.0,1.0
dónde se quedará,en casas,0.0,0.0,0.0,1.0
dónde se quedará,aún no tengo dónde,0.0,0.0,0.0,1.0
dónde se quedará,en colombia,1.0,0.0,0.0,1.0
dónde se quedará,en barranquilla,0.0,0.0,0.0,1.0
dónde se quedará,me voy mañana,0.0,0.0,0.0,1.0
dónde se quedará,con una persona de mi familia que yo no conozco,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,visitaré varios lugares ,0.0,0.0,0.0,1.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,quedo mucho tiempo aquí,1.0,0.0,0.0,1.0
dónde se quedará,en una habitación,0.0,0.0,0.0,0.0
dónde se quedará,que le importa con conocidos,0.0,0.0,0.0,1.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,me quedaré en cali,0.0,0.0,0.0,1.0
dónde se quedará,en una habitación,0.0,0.0,0.0,0.0
dónde se quedará,visitando ,0.0,0.0,0.0,1.0
dónde se quedará,en algunas cuantas ciudades,0.0,0.0,0.0,1.0
dónde se quedará,todavía no sé yo creo que en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,ya veré donde en donde encuentre,0.0,0.0,0.0,1.0
dónde se quedará,salir todos los días ,0.0,0.0,0.0,1.0
dónde se quedará,en un aribnb,0.0,0.0,0.0,0.0
dónde se quedará,hotel y familia,0.0,0.0,0.0,0.0
dónde se quedará,mi estancia será de dos semanas ,0.0,0.0,0.0,1.0
dónde se quedará,me quedaré en el dorado,0.0,0.0,0.0,1.0
dónde se quedará,me quedaria con mis colegas,1.0,0.0,0.0,1.0
dónde se quedará,abajo de un puente,0.0,0.0,0.0,1.0
dónde se quedará,no en el aeropuerto ,0.0,0.0,0.0,1.0
dónde se quedará,en el norte ,0.0,0.0,0.0,1.0
dónde se quedará,si planeo quedarme unos meses,1.0,0.0,0.0,1.0
dónde se quedará,en un lugar,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel ,0.0,0.0,0.0,0.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,a lo mejor en un hotel ,0.0,0.0,0.0,0.0
dónde se quedará,tengo que ver ,0.0,0.0,0.0,1.0
dónde se quedará,ahí en el centro de buenos aires,0.0,0.0,0.0,1.0
dónde se quedará,por la cidad,0.0,0.0,0.0,1.0
dónde se quedará,primero bogotá luego viajare a barranquilla y cartagena,0.0,0.0,0.0,1.0
dónde se quedará,tengo reservación en un hotel vacacional,0.0,0.0,0.0,0.0
dónde se quedará,me quedaré en colombia,0.0,0.0,0.0,1.0
dónde se quedará,en una casa ,0.0,0.0,0.0,1.0
dónde se quedará,en columbia por supuesto,1.0,0.0,0.0,1.0
dónde se quedará,barranquilla y cartagena,0.0,0.0,0.0,1.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,aún no lo se ,0.0,0.0,0.0,1.0
dónde se quedará,el aeropuerto,0.0,0.0,0.0,1.0
dónde se quedará,en sudamérica,0.0,0.0,0.0,1.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,en medellín ,0.0,0.0,0.0,1.0
dónde se quedará,aun no lo se ,1.0,0.0,0.0,1.0
dónde se quedará,aquí en la ciudad,0.0,0.0,0.0,1.0
dónde se quedará,donde me de la gana,0.0,0.0,0.0,1.0
dónde se quedará,en una casa,0.0,0.0,0.0,1.0
dónde se quedará,aun no lo sé ,1.0,0.0,0.0,1.0
dónde se quedará,voy a ver dónde me quedo cuando llego en columbia,1.0,0.0,0.0,1.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,por aqui,1.0,0.0,0.0,1.0
dónde se quedará,con mi familia ,0.0,0.0,0.0,0.0
dónde se quedará,no es de su incumbencia ,0.0,0.0,0.0,1.0
dónde se quedará,en bogotá y otras ciudades,1.0,0.0,0.0,1.0
dónde se quedará,en un domicilio desconocido ,0.0,0.0,0.0,1.0
dónde se quedará,cerca del centro,0.0,0.0,0.0,0.0
dónde se quedará,en bogotá,0.0,0.0,0.0,1.0
dónde se quedará,en una casa ,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel y si voy con mi familia pues con ellos,0.0,0.0,0.0,0.0
dónde se quedará,pues en colombia,0.0,0.0,0.0,1.0
dónde se quedará,creo que no nesecito decirle esa infomrmacion,1.0,0.0,0.0,1.0
dónde se quedará,me quedaré en un coche,0.0,0.0,0.0,1.0
dónde se quedará,en una casa ,0.0,0.0,0.0,0.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,no estoy seguro,0.0,0.0,0.0,1.0
dónde se quedará,me quedaré aquí,0.0,0.0,0.0,1.0
dónde se quedará,estoy de visita en hotel,0.0,0.0,0.0,0.0
dónde se quedará,qué te importa,0.0,0.0,0.0,1.0
dónde se quedará,creo que me quedaré en cali,0.0,0.0,0.0,1.0
dónde se quedará,si estoy visitando a la familia dónde más me quedaría,0.0,0.0,0.0,1.0
dónde se quedará,en bogota,1.0,0.0,0.0,1.0
dónde se quedará,en un hot,1.0,0.0,0.0,0.0
dónde se quedará,en la calle 36,0.0,0.0,0.0,0.0
dónde se quedará,en mi casa,0.0,0.0,0.0,0.0
dónde se quedará,bien,0.0,0.0,0.0,1.0
dónde se quedará,todavía no me he decidido pero donde sea que sea más barato supongo,0.0,0.0,0.0,0.0
dónde se quedará,me quedo solo,0.0,0.0,0.0,1.0
dónde se quedará,no me quedaré mucho,0.0,0.0,0.0,1.0
dónde se quedará,en medellín,0.0,0.0,0.0,1.0
dónde se quedará,quedaré de verme con amigos,0.0,0.0,0.0,0.0
dónde se quedará,colombia,0.0,0.0,0.0,1.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,en un lugar,0.0,0.0,0.0,1.0
dónde se quedará,en colombia,0.0,0.0,0.0,1.0
dónde se quedará,en un edificio ,0.0,0.0,0.0,0.0
dónde se quedará,quiero el rojo ,0.0,0.0,0.0,1.0
dónde se quedará,familia un hotelaún no estoy seguro,0.0,0.0,0.0,0.0
dónde se quedará,apenas voy a buscar,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel ,0.0,0.0,0.0,0.0
dónde se quedará,trabajando y visitando familiares,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,en un cuarto,0.0,0.0,0.0,0.0
dónde se quedará,no se probablemente con extranjeros ,0.0,0.0,0.0,1.0
dónde se quedará,no lo se,1.0,0.0,0.0,1.0
dónde se quedará,en hotel ,0.0,0.0,0.0,0.0
dónde se quedará,una casa,0.0,0.0,0.0,0.0
dónde se quedará,voy a comer mucho,0.0,0.0,0.0,1.0
dónde se quedará,nunca pensé en eso,0.0,0.0,0.0,1.0
dónde se quedará,por ahí,0.0,0.0,0.0,1.0
dónde se quedará,en las calles,0.0,0.0,0.0,1.0
dónde se quedará,en la colombia,0.0,0.0,0.0,1.0
dónde se quedará,me quedaré en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,un hotel,0.0,0.0,0.0,0.0
dónde se quedará,en la ciudad,0.0,0.0,0.0,1.0
dónde se quedará,en el avión ,0.0,0.0,0.0,1.0
dónde se quedará,en algún lugar que encuentre ,0.0,0.0,0.0,1.0
dónde se quedará,no tengo planes y ataduras materiales,0.0,0.0,0.0,1.0
dónde se quedará,me quedaré en colombia,0.0,0.0,0.0,1.0
dónde se quedará,voy a estar en bogotá cartagena y barranquilla ,0.0,0.0,0.0,1.0
dónde se quedará,donde enquentre un hogar cerca,1.0,0.0,0.0,1.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,en colombia nada más,0.0,0.0,0.0,1.0
dónde se quedará,necesito mantener distancia,0.0,0.0,0.0,1.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,ya veré cuando me dejen pasar,0.0,0.0,0.0,1.0
dónde se quedará,capital,0.0,0.0,0.0,1.0
dónde se quedará,en casa de un amigo,0.0,0.0,0.0,0.0
dónde se quedará,de  estados unidos,1.0,0.0,0.0,1.0
dónde se quedará,por ahí,0.0,0.0,0.0,1.0
dónde se quedará,si un vaso con agua,1.0,0.0,0.0,1.0
dónde se quedará,en una casa ,0.0,0.0,0.0,0.0
dónde se quedará,no lo sé aun no tengo lugar,1.0,0.0,0.0,1.0
dónde se quedará,pimiento,0.0,0.0,0.0,1.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,ahí con mi familia,0.0,0.0,0.0,0.0
dónde se quedará,aquí en colombia,0.0,0.0,0.0,1.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,iré a visitar el estadio de medellín,0.0,0.0,0.0,1.0
dónde se quedará,vengo para estar 3 días de visita,0.0,0.0,0.0,1.0
dónde se quedará,con una amiga si no a un hotel,1.0,1.0,0.0,0.0
dónde se quedará,con mi familia,0.0,0.0,0.0,0.0
dónde se quedará,no me quedaré en ninguna estancia,0.0,0.0,0.0,1.0
dónde se quedará,voy a estar en la cuidad ,0.0,0.0,0.0,1.0
dónde se quedará,afuera ,0.0,0.0,0.0,1.0
dónde se quedará,me voy a quedar en un hotel que esta por el centro,0.0,0.0,0.0,0.0
dónde se quedará,me voy a quedar con amigos ,0.0,0.0,0.0,0.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,en el centro de colombia,0.0,0.0,0.0,1.0
dónde se quedará,hotel y casa de mi familia,0.0,0.0,0.0,0.0
dónde se quedará,en barranquilla y cartagena,0.0,0.0,0.0,1.0
dónde se quedará,allí,0.0,0.0,0.0,1.0
dónde se quedará,en el restaurante,0.0,0.0,0.0,1.0
dónde se quedará,en sudamérica,0.0,0.0,0.0,1.0
dónde se quedará,russia,0.0,0.0,0.0,1.0
dónde se quedará,en casa de mi madre,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,quedaré en un apartamento,0.0,1.0,0.0,0.0
dónde se quedará,no sé donde sea,0.0,0.0,0.0,1.0
dónde se quedará,en bogota,1.0,0.0,0.0,1.0
dónde se quedará,cerca del río,0.0,0.0,0.0,1.0
dónde se quedará,en la casa de un amigo,0.0,0.0,0.0,0.0
dónde se quedará,en casa,0.0,0.0,0.0,0.0
dónde se quedará,en donde sea,0.0,0.0,0.0,1.0
dónde se quedará,me gusta mi gato,0.0,0.0,0.0,1.0
dónde se quedará,nosotros vamos a quedar juntos ,0.0,1.0,0.0,1.0
dónde se quedará,con mi equipo de trabajo y mi familia,0.0,0.0,0.0,0.0
dónde se quedará,no lo sé aún no lo decido,0.0,0.0,0.0,1.0
dónde se quedará,en colombia,0.0,0.0,0.0,1.0
dónde se quedará,en que parte se quedará,0.0,0.0,0.0,1.0
dónde se quedará,no te interesa,0.0,0.0,0.0,1.0
dónde se quedará,en casa con familia,0.0,0.0,0.0,0.0
dónde se quedará,mi casa,0.0,0.0,0.0,0.0
dónde se quedará,en bogota y en barranquilla,1.0,0.0,0.0,1.0
dónde se quedará,un hotel,0.0,0.0,0.0,0.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,creo que me quedaré en el aeropuerto ,0.0,0.0,0.0,1.0
dónde se quedará,en el bosque,0.0,0.0,0.0,1.0
dónde se quedará,me quedaré en la casa de mi familia,0.0,0.0,0.0,0.0
dónde se quedará,no sé ,0.0,0.0,0.0,1.0
dónde se quedará,soy mexicana ,0.0,0.0,0.0,1.0
dónde se quedará,en bogotá,0.0,0.0,0.0,1.0
dónde se quedará,quedar no voy a regresar a mi país ,0.0,0.0,0.0,1.0
dónde se quedará,por qué me pregunta eso acaso piensa ir a robar,0.0,0.0,0.0,1.0
dónde se quedará,llegando buscaré lugar,0.0,0.0,0.0,0.0
dónde se quedará,a la casa de mi padre,0.0,1.0,0.0,0.0
dónde se quedará,creo saber de un lugar,0.0,0.0,0.0,1.0
dónde se quedará,pues en colombia,0.0,0.0,0.0,1.0
dónde se quedará,en el parque,0.0,0.0,0.0,1.0
dónde se quedará,en un lugar,0.0,0.0,0.0,1.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,todavía no sé,0.0,0.0,0.0,1.0
dónde se quedará,en un restaurante,0.0,0.0,0.0,1.0
dónde se quedará,a la playa,1.0,0.0,0.0,1.0
dónde se quedará,soy de inglaterra,0.0,0.0,0.0,1.0
dónde se quedará,me quedare en una especie de hostal,1.0,0.0,0.0,0.0
dónde se quedará,me quedaré en casa,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel y luego en una casa ,0.0,0.0,0.0,0.0
dónde se quedará,estaré en la costa,0.0,0.0,0.0,1.0
dónde se quedará,en algun lugar que encuentre por aqui,1.0,0.0,0.0,1.0
dónde se quedará,con mi familia ,0.0,0.0,0.0,0.0
dónde se quedará,a ver q hotel encuentro,1.0,0.0,0.0,0.0
dónde se quedará,con mi familia,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,vamos a ver,0.0,0.0,0.0,1.0
dónde se quedará,aun no se,1.0,0.0,0.0,1.0
dónde se quedará,en un cuarto ,0.0,0.0,0.0,0.0
dónde se quedará,en tu bolsillo,0.0,0.0,0.0,1.0
dónde se quedará,en algún cuarto,0.0,0.0,0.0,1.0
dónde se quedará,en un departamento,0.0,0.0,0.0,0.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,no lo he decidido aún,0.0,0.0,0.0,1.0
dónde se quedará,quedaré en la plaza,0.0,1.0,0.0,1.0
dónde se quedará,cerca del malecón,0.0,0.0,0.0,1.0
dónde se quedará,en el hotel,0.0,0.0,0.0,0.0
dónde se quedará,en un cuarto,0.0,0.0,0.0,0.0
dónde se quedará,en bogotá,0.0,0.0,0.0,1.0
dónde se quedará,vamos a la playa,0.0,0.0,0.0,1.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,aqui en la ciudad,1.0,0.0,0.0,1.0
dónde se quedará,debajo de un puente,0.0,0.0,0.0,1.0
dónde se quedará,en unas ciudades,0.0,0.0,0.0,1.0
dónde se quedará,me quedaré unas semanas,0.0,0.0,0.0,1.0
dónde se quedará,tengo reserva en un hotel,1.0,0.0,0.0,0.0
dónde se quedará,en la montaña,0.0,0.0,0.0,1.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,me quedaré en bogotà,1.0,0.0,0.0,1.0
dónde se quedará,en cartegena,1.0,0.0,0.0,1.0
dónde se quedará,con mi presupuesto seguro tendré que quedarme en la calle,0.0,0.0,0.0,1.0
dónde se quedará,no planeo hacerlo,0.0,0.0,0.0,1.0
dónde se quedará,no tengo estancia voy a ver si me quedo con un familiar,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,voy a estar con mi amigos,0.0,0.0,0.0,0.0
dónde se quedará,no se lo dire,1.0,0.0,0.0,1.0
dónde se quedará,me gusta colombia,0.0,0.0,0.0,1.0
dónde se quedará,pense a dormir en el parque o debajo de un puente,0.0,0.0,0.0,1.0
dónde se quedará,no conozco la estancia de el lugar,1.0,0.0,0.0,1.0
dónde se quedará,las estancias en colombia son muy lindas,0.0,0.0,0.0,1.0
dónde se quedará,en un hotel ,0.0,0.0,0.0,0.0
dónde se quedará,hotel en el centro,0.0,0.0,0.0,0.0
dónde se quedará,yo no sé donde me pararé,1.0,0.0,0.0,1.0
dónde se quedará,en colombia,0.0,0.0,0.0,1.0
dónde se quedará,me quedaré aquí por un tiempo,0.0,0.0,0.0,1.0
dónde se quedará,en colombia,0.0,0.0,0.0,1.0
dónde se quedará,en colombia,1.0,0.0,0.0,1.0
dónde se quedará,me quedaré por dos semanas,0.0,0.0,0.0,1.0
dónde se quedará,un hotel,0.0,0.0,0.0,0.0
dónde se quedará,en una casa ,0.0,0.0,0.0,0.0
dónde se quedará,me quedare en la cama,1.0,0.0,0.0,1.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,por ahí ,0.0,0.0,0.0,1.0
dónde se quedará,a hotel,1.0,0.0,0.0,0.0
dónde se quedará,en madellín,1.0,0.0,0.0,1.0
dónde se quedará,me quedaré sola,0.0,0.0,0.0,1.0
dónde se quedará,seré 30 euros la noche,0.0,0.0,0.0,1.0
dónde se quedará,en colombia,0.0,0.0,0.0,1.0
dónde se quedará,visitaré muchos lugares turisticos,1.0,0.0,0.0,1.0
dónde se quedará,aun no se ,1.0,0.0,0.0,1.0
dónde se quedará,no me voy a quedar en colombia voy unos días,0.0,0.0,0.0,1.0
dónde se quedará,no recuerdo,0.0,0.0,0.0,1.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,en casa,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel por ahí ,0.0,0.0,0.0,0.0
dónde se quedará,en alguna casa,0.0,0.0,0.0,0.0
dónde se quedará,me estancia va a ser en la capital,0.0,0.0,0.0,1.0
dónde se quedará,me quedaré como huesped,0.0,0.0,0.0,1.0
dónde se quedará,no lo he decidido en un lugar de la ciudad,0.0,0.0,0.0,1.0
dónde se quedará,por ahí ya encontrare algún lugar ,1.0,0.0,0.0,1.0
dónde se quedará,en una casa,0.0,0.0,0.0,0.0
dónde se quedará,pienso que es bien para la ciudad,0.0,0.0,0.0,1.0
dónde se quedará,en barranquilla,0.0,0.0,0.0,1.0
dónde se quedará,uy pues si mi familia se niega a alojarme a lo mejor con un amigo o en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,no me quedo en colombia también visito otros países,0.0,0.0,0.0,1.0
dónde se quedará,fuera tomando café,0.0,0.0,0.0,1.0
dónde se quedará,en el parque acuático ,0.0,0.0,0.0,1.0
dónde se quedará,en barranquilla ,0.0,0.0,0.0,1.0
dónde se quedará,con mi familia,0.0,0.0,0.0,0.0
dónde se quedará,en la playa ,0.0,0.0,0.0,0.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,voy a estar con mi familia,0.0,0.0,0.0,0.0
dónde se quedará,estaré 2 semanas aquí en el país,0.0,0.0,0.0,1.0
dónde se quedará,tengo calor,0.0,0.0,0.0,1.0
dónde se quedará,en el hotel,0.0,0.0,0.0,0.0
dónde se quedará,en un parque,0.0,0.0,0.0,1.0
dónde se quedará,estoy por buscar un lugar,0.0,0.0,0.0,0.0
dónde se quedará,en colombia donde más,1.0,0.0,0.0,1.0
dónde se quedará,desde estados unidos,0.0,0.0,0.0,1.0
dónde se quedará,voy a buscar un lugar estando ahí ,0.0,0.0,0.0,0.0
dónde se quedará,aún no lo sé,0.0,0.0,0.0,1.0
dónde se quedará,en coche,0.0,0.0,0.0,1.0
dónde se quedará,en casa de un amigo,0.0,0.0,0.0,0.0
dónde se quedará,en colombia ,0.0,0.0,0.0,1.0
dónde se quedará,en el país ,0.0,0.0,0.0,1.0
dónde se quedará,es lo que apenas veremos ,0.0,0.0,0.0,1.0
dónde se quedará,allí donde se cuecen liendres,0.0,0.0,0.0,1.0
dónde se quedará,lo averiguaré,0.0,0.0,0.0,1.0
dónde se quedará,en un hotel ,0.0,0.0,0.0,0.0
dónde se quedará,me quedare en un hotel,1.0,0.0,0.0,0.0
dónde se quedará,tiene familiares,0.0,0.0,0.0,1.0
dónde se quedará, en ningún lugar,0.0,0.0,0.0,1.0
dónde se quedará,en la calle,0.0,0.0,0.0,1.0
dónde se quedará,con mi familia,0.0,0.0,0.0,0.0
dónde se quedará,rentare un departamento los proximos dias,1.0,0.0,0.0,0.0
dónde se quedará,no me quedaré en ninguna estancia,0.0,0.0,0.0,1.0
dónde se quedará,por ahí,0.0,0.0,0.0,1.0
dónde se quedará,que me quederé en colombia,1.0,0.0,0.0,1.0
dónde se quedará,probablemente en un hotel o con amigos,0.0,0.0,0.0,0.0
dónde se quedará,en el hotel,0.0,0.0,0.0,0.0
dónde se quedará,me gusta mucho colombia es muy bonita,0.0,0.0,0.0,1.0
dónde se quedará,en colombia,0.0,0.0,0.0,1.0
dónde se quedará,en la ciudad,0.0,0.0,0.0,1.0
dónde se quedará,me gusta ir al parque de la ciudad ,0.0,0.0,0.0,1.0
dónde se quedará,berlin,1.0,0.0,0.0,1.0
dónde se quedará,me han dicho donde pero se me ha olvidado,0.0,0.0,0.0,1.0
dónde se quedará,con la familia ,0.0,0.0,0.0,0.0
dónde se quedará,aquí en mi casa,0.0,0.0,0.0,0.0
dónde se quedará,en la calle,0.0,0.0,0.0,1.0
dónde se quedará,me quedaré sentado,0.0,0.0,0.0,1.0
dónde se quedará,me quedare con mis compañeros de trabajo,1.0,0.0,0.0,0.0
dónde se quedará,en la ciudad,0.0,0.0,0.0,1.0
dónde se quedará,en el país,0.0,0.0,0.0,1.0
dónde se quedará,la capital,0.0,0.0,0.0,1.0
dónde se quedará,aun no estoy seguro ,1.0,0.0,0.0,0.0
dónde se quedará,en algún lado para poder dormir ,0.0,0.0,0.0,1.0
dónde se quedará,en un hotel ,0.0,0.0,0.0,0.0
dónde se quedará,no estoy segura,0.0,0.0,0.0,1.0
dónde se quedará,no tengo idea ,0.0,0.0,0.0,1.0
dónde se quedará,no se donde ir ,1.0,0.0,0.0,1.0
dónde se quedará,en un hotel,0.0,0.0,0.0,0.0
dónde se quedará,en colombia,0.0,0.0,0.0,1.0
dónde se quedará,no lo sé todavía unos amigos quedaron en pasar por mí al aeropuerto,0.0,0.0,0.0,1.0
dónde se quedará,aún no tengo un lugar definido para quedarme,0.0,0.0,0.0,1.0
dónde se quedará,en donde caiga la noche,0.0,0.0,0.0,1.0
dónde se quedará,en colombia,1.0,0.0,0.0,1.0
dónde se quedará,buscare donde quedarme apenas pase,1.0,0.0,0.0,1.0
dónde se quedará,con un conocido,0.0,0.0,0.0,1.0
dónde se quedará,estaré en varios lugares en el lugar de la capacitación y algunos días con mi familia,0.0,0.0,0.0,0.0
